皮衣,172.8,0,74,0,0,0,0,0,0,0,0,0,0
羽绒服,110.51,4,1204,69,57.31,17.25,0.33,0,0,0,0,0,0
羽绒服,119.94,1,2108,6,2.85,6,0.05,0,0,0,0,0,0
皮衣,290.61,1,220,13,59.09,13,0.45,0,0,0,0,0,0
蕾丝衫/雪纺衫,119.28,0,107,0,0,0,0,0,0,0,0,0,0
T恤,344.82,0,116,0,0,0,0,0,0,0,0,0,0
皮衣,399.73,0,83,0,0,0,0,0,0,0,0,0,0
蕾丝衫/雪纺衫,436.15,0,117,0,0,0,0,0,0,0,0,0,0
皮衣,246.98,0,209,0,0,0,0,0,0,0,0,0,0
羽绒服,181.5,0,765,0,0,0,0,0,0,0,0,0,0
T恤,205.59,0,145,0,0,0,0,0,0,0,0,0,0
连衣裙,113.44,0,55,0,0,0,0,0,0,0,0,0,0
连衣裙,178.94,1,34,20,588.24,20,2.94,0,0,0,0,0,0
连衣裙,168.38,0,16,0,0,0,0,0,0,0,0,0,0
蕾丝衫/雪纺衫,425.62,0,87,0,0,0,0,0,0,0,0,0,0
皮衣,221.72,1,278,9,32.37,9,0.36,0,0,0,0,0,0
T恤,417.6,0,15,0,0,0,0,0,0,0,0,0,0
皮衣,121.74,1,295,16,54.24,16,0.34,0,0,0,0,0,0
T恤,485.07,0,14,0,0,0,0,0,0,0,0,0,0
连衣裙,148.1,0,134,0,0,0,0,0,0,0,0,0,0
连衣裙,430.63,0,27,0,0,0,0,0,0,0,0,0,0
T恤,497.38,1,80,9,112.5,9,1.25,0,0,0,0,0,0
蕾丝衫/雪纺衫,389.63,1,186,16,86.02,16,0.54,0,0,0,0,0,0
T恤,418.72,3,723,57,78.84,19,0.41,0,0,0,0,0,0
裤子,183.96,0,210,0,0,0,0,0,0,0,0,0,0
裤子,214.47,0,15,0,0,0,0,0,0,0,0,0,0
裤子,165.14,0,70,0,0,0,0,0,0,0,0,0,0
皮衣,71.9,0,189,0,0,0,0,0,0,0,0,0,0
皮衣,103.8,0,40,0,0,0,0,0,0,0,0,0,0
皮衣,81.48,0,61,0,0,0,0,0,0,0,0,0,0
裤子,86.24,0,17,0,0,0,0,0,0,0,0,0,0
裤子,104.56,1,99,5,50.51,5,1.01,0,0,0,0,0,0
裤子,243.28,0,80,0,0,0,0,0,0,0,0,0,0
裤子,84,0,42,0,0,0,0,0,0,0,0,0,0
皮衣,201.95,1,114,9,78.95,9,0.88,0,0,0,0,0,0
皮衣,76.58,0,50,0,0,0,0,0,0,0,0,0,0
皮衣,120.87,1,70,11,157.14,11,1.43,0,0,0,0,0,0
皮衣,129.28,1,99,8,80.81,8,1.01,0,0,0,0,0,0
半身裙,137.07,0,76,0,0,0,0,0,0,0,0,0,0
半身裙,250.81,0,31,0,0,0,0,0,0,0,0,0,0
半身裙,163.94,0,143,0,0,0,0,0,0,0,0,0,0
半身裙,70.02,0,51,0,0,0,0,0,0,0,0,0,0
裤子,187.55,0,29,0,0,0,0,0,0,0,0,0,0
裤子,67.94,0,18,0,0,0,0,0,0,0,0,0,0
裤子,165.38,0,50,0,0,0,0,0,0,0,0,0,0
皮衣,65.39,0,28,0,0,0,0,0,0,0,0,0,0
皮衣,102.38,0,106,0,0,0,0,0,0,0,0,0,0
皮衣,125.1,0,113,0,0,0,0,0,0,0,0,0,0
皮衣,140.11,0,66,0,0,0,0,0,0,0,0,0,0
皮衣,91.37,0,100,0,0,0,0,0,0,0,0,0,0
皮衣,129.72,4,490,86,175.51,21.5,0.82,0,0,0,0,0,0
连衣裙,112.87,0,15,0,0,0,0,0,0,0,0,0,0
连衣裙,225.14,0,29,0,0,0,0,0,0,0,0,0,0
半身裙,231.7,0,40,0,0,0,0,0,0,0,0,0,0
半身裙,69.58,0,118,0,0,0,0,0,0,0,0,0,0
裤子,71.04,0,24,0,0,0,0,0,0,0,0,0,0
裤子,139.29,0,14,0,0,0,0,0,0,0,0,0,0
裤子,146.31,0,100,0,0,0,0,0,0,0,0,0,0
裤子,116.7,0,105,0,0,0,0,0,0,0,0,0,0
裤子,67.26,0,62,0,0,0,0,0,0,0,0,0,0
皮衣,87.92,0,37,0,0,0,0,0,0,0,0,0,0
皮衣,138.45,0,99,0,0,0,0,0,0,0,0,0,0
连衣裙,44.44,0,9,0,0,0,0,0,0,0,0,0,0
半身裙,140.48,0,21,0,0,0,0,0,0,0,0,0,0
半身裙,161.83,0,72,0,0,0,0,0,0,0,0,0,0
半身裙,154.66,0,32,0,0,0,0,0,0,0,0,0,0
半身裙,161.57,0,37,0,0,0,0,0,0,0,0,0,0
半身裙,134.87,0,77,0,0,0,0,0,0,0,0,0,0
半身裙,190.93,0,87,0,0,0,0,0,0,0,0,0,0
皮衣,144.89,0,71,0,0,0,0,0,0,0,0,0,0
皮衣,151.6,0,50,0,0,0,0,0,0,0,0,0,0
皮衣,141.16,0,37,0,0,0,0,0,0,0,0,0,0
皮衣,109.43,1,40,7,175,7,2.5,0,0,0,0,0,0
皮衣,182.82,0,170,0,0,0,0,0,0,0,0,0,0
皮衣,157.71,0,41,0,0,0,0,0,0,0,0,0,0
皮衣,83.42,0,33,0,0,0,0,0,0,0,0,0,0
羽绒服,171.17,0,330,0,0,0,0,0,0,0,0,0,0
皮衣,77.03,1,37,25,675.68,25,2.7,0,0,0,0,0,0
皮衣,165.47,0,252,0,0,0,0,0,0,0,0,0,0
连衣裙,292.08,0,12,0,0,0,0,0,0,0,0,0,0
皮衣,215.84,3,271,60,221.4,20,1.11,0,0,0,0,0,0
连衣裙,241.32,0,25,0,0,0,0,0,0,0,0,0,0
皮衣,149.82,7,538,139,258.36,19.86,1.3,0,0,0,0,0,0
裤子,104.29,0,69,0,0,0,0,0,0,0,0,0,0
半身裙,226.45,0,85,0,0,0,0,0,0,0,0,0,0
皮衣,171.96,0,77,0,0,0,0,0,0,0,0,0,0
半身裙,207.39,0,64,0,0,0,0,0,0,0,0,0,0
皮衣,116,0,94,0,0,0,0,0,0,0,0,0,0
连衣裙,315.92,0,53,0,0,0,0,0,0,0,0,0,0
皮衣,147.25,1,256,12,46.88,12,0.39,0,0,0,0,0,0
皮衣,213.13,0,134,0,0,0,0,0,0,0,0,0,0
连衣裙,308.34,0,29,0,0,0,0,0,0,0,0,0,0
裤子,88.38,0,21,0,0,0,0,0,0,0,0,0,0
半身裙,230.9,0,21,0,0,0,0,0,0,0,0,0,0
皮衣,192.78,4,511,90,176.13,22.5,0.78,0,0,0,0,0,0
皮衣,103.59,0,183,0,0,0,0,0,0,0,0,0,0
皮衣,106.06,1,157,28,178.34,28,0.64,0,0,0,0,0,0
连衣裙,319.33,0,43,0,0,0,0,0,0,0,0,0,0
皮衣,107.74,0,146,0,0,0,0,0,0,0,0,0,0
裤子,198.22,0,262,0,0,0,0,0,0,0,0,0,0
皮衣,68.4,0,20,0,0,0,0,0,0,0,0,0,0
裤子,227.77,0,57,0,0,0,0,0,0,0,0,0,0
连衣裙,568.91,0,23,0,0,0,0,0,0,0,0,0,0
半身裙,245,0,38,0,0,0,0,0,0,0,0,0,0
半身裙,254.07,0,97,0,0,0,0,0,0,0,0,0,0
羽绒服,98.88,8,4266,222,52.04,27.75,0.19,0,0,0,0,0,0
皮衣,128.58,0,177,0,0,0,0,0,0,0,0,0,0
皮衣,186.91,0,77,0,0,0,0,0,0,0,0,0,0
皮衣,128.58,0,52,0,0,0,0,0,0,0,0,0,0
皮衣,49.95,0,22,0,0,0,0,0,0,0,0,0,0
皮衣,206.08,0,25,0,0,0,0,0,0,0,0,0,0
皮衣,191.35,0,433,0,0,0,0,0,0,0,0,0,0
半身裙,150.56,0,97,0,0,0,0,0,0,0,0,0,0
羽绒服,111.63,2,656,36,54.88,18,0.3,0,0,0,0,0,0
皮衣,77.72,0,167,0,0,0,0,0,0,0,0,0,0
皮衣,218.4,0,141,0,0,0,0,0,0,0,0,0,0
羽绒服,102.97,5,3714,67,18.04,13.4,0.13,0,0,0,0,0,0
羽绒服,82.77,27,10255,658,64.16,24.37,0.26,1,0,0,0,0,0
羽绒服,113.17,13,920,186,202.17,14.31,1.41,0,0,0,0,0,0
皮衣,155.44,0,99,0,0,0,0,0,0,0,0,0,0
皮衣,148.09,0,35,0,0,0,0,0,0,0,0,0,0
连衣裙,280.08,0,13,0,0,0,0,0,0,0,0,0,0
半身裙,466.9,0,21,0,0,0,0,0,0,0,0,0,0
半身裙,94.42,0,212,0,0,0,0,0,0,0,0,0,0
皮衣,172.1,0,31,0,0,0,0,0,0,0,0,0,0
半身裙,183.14,0,140,0,0,0,0,0,0,0,0,0,0
皮衣,171.26,1,367,24,65.4,24,0.27,0,0,0,0,0,0
T恤,200.65,2,118,16,135.59,8,1.69,0,0,0,0,0,0
T恤,105.58,1,143,13,90.91,13,0.7,0,0,0,0,0,0
小背心/小吊带,232.62,3,153,65,424.84,21.67,1.96,0,0,0,0,0,0
小背心/小吊带,259.09,0,149,0,0,0,0,0,0,0,0,0,0
T恤,151.56,1,202,2,9.9,2,0.5,0,0,0,0,0,0
蕾丝衫/雪纺衫,236.39,1,238,23,96.64,23,0.42,0,0,0,0,0,0
毛针织衫,218.93,0,141,0,0,0,0,0,0,0,0,0,0
裤子,254.32,3,311,117,376.21,39,0.96,0,0,0,0,0,0
毛针织衫,102.65,7,1291,292,226.18,41.71,0.54,0,0,0,0,0,0
裤子,125.05,0,276,0,0,0,0,0,0,0,0,0,0
中老年女装,361.86,3,377,90,238.73,30,0.8,0,0,0,0,0,0
蕾丝衫/雪纺衫,193.84,0,416,0,0,0,0,0,0,0,0,0,0
毛针织衫,99.42,9,1501,297,197.87,33,0.6,0,0,0,0,0,0
连衣裙,230.84,2,822,49,59.61,24.5,0.24,0,0,0,0,0,0
毛针织衫,166.59,0,268,0,0,0,0,0,0,0,0,0,0
毛针织衫,133.11,7,880,233,264.77,33.29,0.8,1,0,0,0,0,0
连衣裙,141.51,1,767,21,27.38,21,0.13,0,0,0,0,0,0
连衣裙,362.58,0,187,0,0,0,0,0,0,0,0,0,0
裤子,183.54,1,521,25,47.98,25,0.19,0,0,0,0,0,0
小背心/小吊带,319.69,1,534,9,16.85,9,0.19,0,0,0,0,0,0
中老年女装,376.12,3,417,92,220.62,30.67,0.72,0,0,0,0,0,0
T恤,147.35,6,857,214,249.71,35.67,0.7,0,0,0,0,0,0
毛针织衫,129.89,0,359,0,0,0,0,0,0,0,0,0,0
裤子,155.03,0,532,0,0,0,0,0,0,0,0,0,0
T恤,372,0,57,0,0,0,0,0,0,0,0,0,0
连衣裙,354.13,0,97,0,0,0,0,0,0,0,0,0,0
连衣裙,242.81,1,161,8,49.69,8,0.62,0,0,0,0,0,0
连衣裙,62.92,0,321,0,0,0,0,0,0,0,0,0,0
连衣裙,196.62,0,126,0,0,0,0,0,0,0,0,0,0
连衣裙,231.04,0,27,0,0,0,0,0,0,0,0,0,0
连衣裙,253.78,0,58,0,0,0,0,0,0,0,0,0,0
连衣裙,356.56,0,320,0,0,0,0,0,0,0,0,0,0
连衣裙,194.31,1,151,12,79.47,12,0.66,0,0,0,0,0,0
连衣裙,233.01,2,145,27,186.21,13.5,1.38,0,0,0,0,0,0
连衣裙,553.14,0,37,0,0,0,0,0,0,0,0,0,0
衬衫,77.74,1,204,8,39.22,8,0.49,0,0,0,0,0,0
连衣裙,168.73,1,180,15,83.33,15,0.56,0,0,0,0,0,0
连衣裙,226.1,0,61,0,0,0,0,0,0,0,0,0,0
连衣裙,185.72,0,81,0,0,0,0,0,0,0,0,0,0
连衣裙,260.92,0,24,0,0,0,0,0,0,0,0,0,0
连衣裙,454.78,2,287,15,52.26,7.5,0.7,0,0,0,0,0,0
连衣裙,176.2,1,40,9,225,9,2.5,0,0,0,0,0,0
连衣裙,371.41,1,51,7,137.25,7,1.96,0,0,0,0,0,0
连衣裙,240.7,0,56,0,0,0,0,0,0,0,0,0,0
连衣裙,274.64,0,25,0,0,0,0,0,0,0,0,0,0
衬衫,117.8,0,474,0,0,0,0,0,0,0,0,0,0
连衣裙,244.88,0,32,0,0,0,0,0,0,0,0,0,0
连衣裙,198.85,0,117,0,0,0,0,0,0,0,0,0,0
职业套装/学生校服/工作制服,284.48,0,236,0,0,0,0,0,0,0,0,0,0
连衣裙,493.03,2,192,12,62.5,6,1.04,0,0,0,0,0,0
蕾丝衫/雪纺衫,53.5,0,2,0,0,0,0,0,0,0,0,0,0
连衣裙,153.76,0,55,0,0,0,0,0,0,0,0,0,0
裤子,132.5,0,101,0,0,0,0,0,0,0,0,0,0
连衣裙,147.03,0,35,0,0,0,0,0,0,0,0,0,0
连衣裙,163.54,0,50,0,0,0,0,0,0,0,0,0,0
连衣裙,275.33,0,52,0,0,0,0,0,0,0,0,0,0
连衣裙,211.91,0,11,0,0,0,0,0,0,0,0,0,0
连衣裙,173.88,0,97,0,0,0,0,0,0,0,0,0,0
T恤,101.35,0,555,0,0,0,0,0,0,0,0,0,0
连衣裙,326.92,0,49,0,0,0,0,0,0,0,0,0,0
连衣裙,185.95,0,55,0,0,0,0,0,0,0,0,0,0
风衣,140.25,2,307,24,78.18,12,0.65,0,0,0,0,0,0
连衣裙,154.96,0,71,0,0,0,0,0,0,0,0,0,0
衬衫,354.68,0,330,0,0,0,0,0,0,0,0,0,0
职业套装/学生校服/工作制服,304.45,0,74,0,0,0,0,0,0,0,0,0,0
连衣裙,307.78,0,180,0,0,0,0,0,0,0,0,0,0
裤子,94.1,0,207,0,0,0,0,0,0,0,0,0,0
连衣裙,392.46,0,26,0,0,0,0,0,0,0,0,0,0
蕾丝衫/雪纺衫,343.74,1,270,7,25.93,7,0.37,0,0,0,0,0,0
连衣裙,126.57,0,141,0,0,0,0,0,0,0,0,0,0
连衣裙,402.69,0,96,0,0,0,0,0,0,0,0,0,0
连衣裙,383.48,0,23,0,0,0,0,0,0,0,0,0,0
连衣裙,266.25,1,67,12,179.1,12,1.49,0,0,0,0,0,0
裤子,123.29,0,104,0,0,0,0,0,0,0,0,0,0
裤子,81.3,0,102,0,0,0,0,0,0,0,0,0,0
连衣裙,214.28,0,47,0,0,0,0,0,0,0,0,0,0
西装,630.85,0,214,0,0,0,0,0,0,0,0,0,0
毛针织衫,498.43,0,86,0,0,0,0,0,0,0,0,0,0
蕾丝衫/雪纺衫,177.84,0,90,0,0,0,0,0,0,0,0,0,0
连衣裙,189.21,0,34,0,0,0,0,0,0,0,0,0,0
毛呢外套,109,1,213,9,42.25,9,0.47,1,0,0,0,0,0
风衣,197.57,0,56,0,0,0,0,0,0,0,0,0,0
棉衣/棉服,116.3,1,726,14,19.28,14,0.14,0,0,0,0,0,0
衬衫,208.42,0,45,0,0,0,0,0,0,0,0,0,0
毛呢外套,175.49,1,775,30,38.71,30,0.13,0,0,0,0,0,0
牛仔裤,127.23,0,161,0,0,0,0,0,0,0,0,0,0
裤子,66.21,1,139,7,50.36,7,0.72,0,0,0,0,0,0
连衣裙,713.12,0,67,0,0,0,0,0,0,0,0,0,0
毛呢外套,171.96,0,268,0,0,0,0,0,0,0,0,0,0
短外套,170.27,0,266,0,0,0,0,0,0,0,0,0,0
连衣裙,255.05,1,128,9,70.31,9,0.78,0,0,0,0,0,0
裤子,285.29,0,403,0,0,0,0,0,0,0,0,0,0
衬衫,470.9,0,98,0,0,0,0,0,0,0,0,0,0
裤子,493.21,0,241,0,0,0,0,0,0,0,0,0,0
毛呢外套,183.96,0,333,0,0,0,0,0,0,0,0,0,0
毛呢外套,252.43,0,238,0,0,0,0,0,0,0,0,0,0
风衣,449.13,1,288,8,27.78,8,0.35,0,0,0,0,0,0
风衣,262.51,2,362,18,49.72,9,0.55,0,0,0,0,0,0
毛针织衫,64.05,1,130,15,115.38,15,0.77,0,0,0,0,0,0
毛针织衫,243.47,0,76,0,0,0,0,0,0,0,0,0,0
风衣,219.75,1,598,7,11.71,7,0.17,0,0,0,0,0,0
短外套,75.51,1,401,15,37.41,15,0.25,0,0,0,0,0,0
衬衫,87.8,1,225,3,13.33,3,0.44,0,0,0,0,0,0
半身裙,207.13,0,188,0,0,0,0,0,0,0,0,0,0
衬衫,489.81,0,137,0,0,0,0,0,0,0,0,0,0
半身裙,86.5,0,155,0,0,0,0,0,0,0,0,0,0
短外套,82.81,0,156,0,0,0,0,0,0,0,0,0,0
连衣裙,267.21,0,52,0,0,0,0,0,0,0,0,0,0
棉衣/棉服,106.64,0,605,0,0,0,0,0,0,0,0,0,0
连衣裙,418.72,0,75,0,0,0,0,0,0,0,0,0,0
短外套,87.61,1,188,3,15.96,3,0.53,0,0,0,0,0,0
衬衫,646.65,1,137,15,109.49,15,0.73,2,0,0,0,0,0
毛呢外套,247.56,1,179,30,167.6,30,0.56,0,0,0,0,0,0
连衣裙,193.4,0,129,0,0,0,0,0,0,0,0,0,0
风衣,379.74,0,219,0,0,0,0,0,0,0,0,0,0
连衣裙,263.91,2,108,20,185.19,10,1.85,0,0,0,0,0,0
毛呢外套,148.41,1,186,8,43.01,8,0.54,0,0,0,0,0,0
风衣,214.11,6,856,64,74.77,10.67,0.7,2,0,0,0,0,0
毛呢外套,135.67,1,527,15,28.46,15,0.19,0,0,0,0,0,0
连衣裙,788.58,0,67,0,0,0,0,0,0,0,0,0,0
风衣,249.82,5,1018,63,61.89,12.6,0.49,0,0,0,0,0,0
连衣裙,13,0,1,0,0,0,0,0,0,0,0,0,0
连衣裙,9.89,0,9,0,0,0,0,0,0,0,0,0,0
毛呢外套,171.32,0,109,0,0,0,0,0,0,0,0,0,0
连衣裙,300.17,1,59,14,237.29,14,1.69,0,0,0,0,0,0
半身裙,86.71,0,659,0,0,0,0,0,0,0,0,0,0
毛呢外套,263.25,0,169,0,0,0,0,0,0,0,0,0,0
