蕾丝衫/雪纺衫,207.34,0,232,0,0,0,0,0,0,0,0,0,0
毛针织衫,256.21,1,172,7,40.7,7,0.58,0,0,0,0,0,0
裤子,240.01,0,262,0,0,0,0,0,0,0,0,0,0
毛针织衫,101.04,14,1778,565,317.77,40.36,0.79,0,0,0,0,0,0
裤子,180.79,0,312,0,0,0,0,0,0,0,0,0,0
中老年女装,218.35,2,1036,50,48.26,25,0.19,0,0,0,0,0,0
蕾丝衫/雪纺衫,272.1,0,205,0,0,0,0,0,0,0,0,0,0
毛针织衫,105.91,13,1459,583,399.59,44.85,0.89,0,0,0,0,0,0
连衣裙,104.69,6,2460,169,68.7,28.17,0.24,0,0,0,0,0,0
毛针织衫,174.84,3,404,147,363.86,49,0.74,0,0,0,0,0,0
毛针织衫,202.88,4,243,130,534.98,32.5,1.65,0,0,0,0,0,0
连衣裙,261.73,1,478,25,52.3,25,0.21,0,0,0,0,0,0
连衣裙,467.94,5,650,198,304.62,39.6,0.77,0,0,0,0,0,0
裤子,128.58,0,370,0,0,0,0,0,0,0,0,0,0
小背心/小吊带,185.15,2,834,73,87.53,36.5,0.24,0,0,0,0,0,0
中老年女装,336.61,12,960,319,332.29,26.58,1.25,1,0,0,0,0,0
T恤,186.73,11,2038,289,141.81,26.27,0.54,1,0,0,0,0,0
毛针织衫,126.29,5,508,204,401.57,40.8,0.98,0,0,0,0,0,0
裤子,209.27,0,186,0,0,0,0,0,0,0,0,0,0
裤子,231.44,0,371,0,0,0,0,0,0,0,0,0,0
裤子,158.95,3,1297,89,68.62,29.67,0.23,0,0,0,0,0,0
连衣裙,291.57,0,361,0,0,0,0,0,0,0,0,0,0
连衣裙,30.48,2,988,32,32.39,16,0.2,0,0,0,0,0,0
连衣裙,264.38,0,149,0,0,0,0,0,0,0,0,0,0
连衣裙,52.33,0,3,0,0,0,0,0,0,0,0,0,0
连衣裙,3222.04,0,121,0,0,0,0,0,0,0,0,0,0
连衣裙,373.88,0,121,0,0,0,0,0,0,0,0,0,0
连衣裙,250.96,0,227,0,0,0,0,0,0,0,0,0,0
连衣裙,292.73,4,468,48,102.56,12,0.85,0,0,0,0,0,0
连衣裙,164.6,2,360,24,66.67,12,0.56,0,0,0,0,0,0
连衣裙,392.81,0,64,0,0,0,0,0,0,0,0,0,0
连衣裙,1067.45,0,71,0,0,0,0,0,0,0,0,0,0
衬衫,140.1,0,333,0,0,0,0,0,0,0,0,0,0
连衣裙,209.87,0,131,0,0,0,0,0,0,0,0,0,0
连衣裙,208.1,0,40,0,0,0,0,0,0,0,0,0,0
连衣裙,800.63,0,89,0,0,0,0,0,0,0,0,0,0
